Age,Sex,Race,Marital status?,Education,Incomes,Employement,book you read last 12m?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,Last book you read,Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
29,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
65,Female,Other,Married,High school incomplete,Refused,Employed part-time,15,Yes,No,No,Purchased the book,Yes,Yes
37,Female,Other,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Not employed for pay,15,Yes,No,No,Purchased the book,Yes,Yes
36,Female,Other,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,Yes,Yes,Purchased the book,Yes,No
62,Male,Native American/American Indian,Divorced,College graduate,"$40,000 to under $50,000",Retired,15,Yes,Yes,No,Purchased the book,No,No
69,Male,Mixed race,Married,College graduate,"Less than $10,000",Retired,15,Yes,No,No,Purchased the book,Yes,No
38,Female,Mixed race,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,15,Yes,No,No,Purchased the book,No,Yes
57,Male,Asian or Pacific Islander,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,15,Yes,No,No,Purchased the book,No,Yes
50,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
33,Female,Asian or Pacific Islander,Never been married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,15,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
30,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree","9$100,000 to under $150,000",Employed full-time,15,Yes,No,No,Got the book some other way,No,Yes
26,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree","$30,000 to under $40,000",Student,15,Yes,No,Yes,Purchased the book,Yes,No
59,Female,Black or African-American,Married,College graduate,Refused,Retired,15,Yes,No,No,Purchased the book,No,Yes
59,Male,Black or African-American,Married,High school graduate,"$20,000 to under $30,000",Retired,15,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
51,Female,Black or African-American,Widowed,High school graduate,"$20,000 to under $30,000",Employed part-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
40,Male,Black or African-American,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
37,Male,Black or African-American,Living with a partner,College graduate,"$75,000 to under $100,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
32,Female,Black or African-American,Never been married,College graduate,"$10,000 to under $20,000",Employed part-time,15,Yes,No,Yes,Purchased the book,No,Yes
29,Female,Black or African-American,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,15,Yes,No,No,Borrowed the book from a library,No,Yes
24,Female,Black or African-American,Single,College graduate,"Less than $10,000",Employed full-time,15,Yes,No,No,Borrowed the book from a library,Yes,Yes
81,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,15,Yes,No,No,Borrowed the book from a library,Yes,Yes
81,Male,White,Married,College graduate,"$20,000 to under $30,000",Retired,15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
78,Male,White,Divorced,Post-graduate training/professional school after college,"$30,000 to under $40,000",Retired,15,Yes,No,No,Purchased the book,No,Yes
78,Male,White,Widowed,"Some college, no 4-year degree","$30,000 to under $40,000",Have own business/self-employed,15,Yes,Yes,Yes,Got the book some other way,Yes,Yes
77,Female,White,Never been married,High school graduate,"$30,000 to under $40,000",Employed part-time,15,Yes,No,No,Got the book some other way,Yes,Yes
75,Male,White,Married,High school graduate,"$10,000 to under $20,000",Retired,15,Yes,No,No,Borrowed the book from a library,Yes,Yes
71,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,15,Yes,No,No,Purchased the book,Yes,No
71,Male,White,Widowed,High school incomplete,"Less than $10,000",Retired,15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
70,Female,White,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Retired,15,Yes,No,Yes,Purchased the book,No,Yes
69,Female,White,Divorced,Post-graduate training/professional school after college,"$30,000 to under $40,000",Retired,15,Yes,No,No,Purchased the book,No,No
68,Female,White,Married,College graduate,"$50,000 to under $75,000",Retired,15,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
68,Female,White,Divorced,"Some college, no 4-year degree",Refused,Employed full-time,15,Yes,No,No,Got the book some other way,Yes,Yes
68,Female,White,Widowed,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,15,No,No,Yes,Borrowed the book from a library,Yes,Yes
67,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,15,Yes,No,No,Purchased the book,Yes,Yes
66,Female,White,Divorced,"Some college, no 4-year degree",Refused,Employed full-time,15,Yes,No,No,Borrowed the book from a friend or family member,No,No
66,Male,White,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Retired,15,Yes,No,Yes,Got the book some other way,Yes,No
65,Female,White,Married,College graduate,"$20,000 to under $30,000",Employed part-time,15,Yes,No,No,Purchased the book,Yes,Yes
65,Male,White,Married,High school graduate,"$20,000 to under $30,000",Retired,15,Yes,No,No,Purchased the book,No,Yes
65,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,15,Yes,No,Yes,Purchased the book,Yes,Yes
65,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,Yes,No,Purchased the book,Yes,Yes
64,Male,White,Married,College graduate,"$100,000 to under $150,000",Retired,15,Yes,No,Yes,Purchased the book,Yes,No
64,Male,White,Divorced,High school graduate,"$20,000 to under $30,000",Retired,15,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
63,Female,White,Married,College graduate,"$40,000 to under $50,000",Disabled,15,Yes,No,No,Purchased the book,Yes,No
62,Female,White,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Retired,15,Yes,No,No,Purchased the book,Yes,Yes
62,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,15,Yes,No,Yes,Purchased the book,Yes,Yes
61,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,No,Purchased the book,Yes,No
61,Male,White,Married,High school graduate,Refused,Employed full-time,15,Yes,No,No,Got the book some other way,Yes,Yes
60,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,Yes,No,Purchased the book,No,Yes
60,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed part-time,15,Yes,Yes,No,Purchased the book,Yes,Yes
59,Female,White,Divorced,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,15,Yes,Yes,Yes,Purchased the book,Yes,Yes
57,Female,White,Married,"Technical, trade or vocational school AFTER high school","$100,000 to under $150,000",Employed full-time,15,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
56,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,No
56,Female,White,Married,College graduate,"$100,000 to under $150,000",Retired,15,Yes,No,No,Purchased the book,Yes,Yes
55,Male,White,Married,High school graduate,"$10,000 to under $20,000",Retired,15,No,Yes,Yes,Got the book some other way,Yes,No
55,Female,White,Married,High school graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
54,Male,White,Never been married,College graduate,"$30,000 to under $40,000",Employed full-time,15,Yes,No,No,Purchased the book,Yes,Yes
54,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,No,Yes
54,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,15,Yes,No,Yes,Purchased the book,No,Yes
52,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
51,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,15,Yes,No,Yes,Got the book some other way,No,Yes
51,Male,White,Divorced,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
50,Male,White,Living with a partner,High school graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,No,No,Purchased the book,No,No
50,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,15,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
50,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,15,Yes,No,No,Purchased the book,Yes,Yes
50,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Have own business/self-employed,15,Yes,No,Yes,Purchased the book,Yes,Yes
49,Male,White,Married,High school graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,No,Purchased the book,Yes,No
48,Female,White,Married,College graduate,"$75,000 to under $100,000",Retired,15,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
47,Female,White,Married,College graduate,"$40,000 to under $50,000",Employed full-time,15,Yes,No,No,Got the book some other way,No,Yes
47,Male,White,Divorced,College graduate,"$30,000 to under $40,000",Have own business/self-employed,15,Yes,No,No,Got the book some other way,Yes,No
45,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Have own business/self-employed,15,Yes,No,No,Purchased the book,No,Yes
44,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,15,Yes,No,No,Purchased the book,No,Yes
44,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,No,No
43,Male,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,15,Yes,No,No,Purchased the book,Yes,Yes
43,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,No,No
42,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,15,No,Yes,Yes,Purchased the book,No,No
42,Female,White,Married,College graduate,"$30,000 to under $40,000",Employed part-time,15,No,No,No,Got the book some other way,No,No
40,Male,White,Married,High school graduate,"$40,000 to under $50,000",Not employed for pay,15,Yes,No,No,Purchased the book,Yes,No
39,Female,White,Divorced,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,15,Yes,No,No,Borrowed the book from a library,No,Yes
39,Male,White,Married,College graduate,"$30,000 to under $40,000",Have own business/self-employed,15,Yes,Yes,Yes,Purchased the book,No,No
39,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,15,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
39,Male,White,Divorced,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,15,Yes,No,No,Got the book some other way,Yes,Yes
37,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,15,Yes,No,Yes,Purchased the book,No,Yes
36,Male,White,Married,"Technical, trade or vocational school AFTER high school","$40,000 to under $50,000",Employed full-time,15,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
35,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
33,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,15,No,No,Yes,Purchased the book,Yes,No
32,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
32,Male,White,Married,High school graduate,"$75,000 to under $100,000",Employed full-time,15,Yes,Yes,Yes,Purchased the book,No,Yes
31,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,No
30,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,15,Yes,No,Yes,Borrowed the book from a library,No,No
30,Female,White,Married,College graduate,"$50,000 to under $75,000",Not employed for pay,15,Yes,No,No,Purchased the book,Yes,No
27,Female,White,Never been married,College graduate,"$20,000 to under $30,000",Employed full-time,15,Yes,No,No,Borrowed the book from a friend or family member,No,No
24,Male,White,Never been married,College graduate,"$50,000 to under $75,000",Employed full-time,15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
23,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,15,Yes,No,Yes,Purchased the book,Yes,Yes
23,Female,White,Never been married,College graduate,"$30,000 to under $40,000",Not employed for pay,15,Yes,No,No,Purchased the book,No,No
22,Female,White,Married,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,15,Yes,No,No,Borrowed the book from a friend or family member,No,No
22,Male,White,Single,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,15,Yes,Yes,Yes,Purchased the book,Yes,Yes
18,Female,White,Never been married,High school incomplete,"$30,000 to under $40,000",Not employed for pay,15,Yes,No,No,Borrowed the book from a library,No,No
17,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Employed part-time,15,Yes,No,No,Purchased the book,No,Yes
17,Male,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Employed part-time,15,Yes,No,No,Borrowed the book from a library,No,Yes
17,Male,White,Never been married,High school incomplete,"$30,000 to under $40,000",Not employed for pay,15,Yes,No,No,Borrowed the book from a friend or family member,No,No
17,Male,White,Never been married,High school incomplete,"$20,000 to under $30,000",Not employed for pay,15,Yes,No,No,Borrowed the book from a library,Yes,Yes
16,Female,White,Never been married,High school incomplete,"$75,000 to under $100,000",Not employed for pay,15,Yes,No,No,Got the book some other way,No,Yes
52,Female,Refused,Widowed,"Some college, no 4-year degree",Refused,Not employed for pay,14,Yes,No,No,Purchased the book,No,No
16,Male,Asian or Pacific Islander,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,14,Yes,No,Yes,Borrowed the book from a library,Yes,No
80,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Retired,14,Yes,No,No,Borrowed the book from a library,Yes,Yes
77,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,14,Yes,No,Yes,Purchased the book,Yes,No
64,Female,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,14,Yes,No,No,Purchased the book,No,No
53,Male,White,Married,"Some college, no 4-year degree","9$100,000 to under $150,000",Retired,14,Yes,No,No,Got the book some other way,No,Yes
52,Male,White,Never been married,College graduate,"$40,000 to under $50,000",Not employed for pay,14,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
52,Female,White,Married,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,14,Yes,No,Yes,Purchased the book,Yes,Yes
16,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,14,Yes,No,No,Borrowed the book from a library,No,Yes
47,Female,Black or African-American,Living with a partner,High school graduate,"$40,000 to under $50,000",Employed full-time,13,Yes,No,No,Purchased the book,No,Yes
24,Male,Black or African-American,Single,High school graduate,"$10,000 to under $20,000",Employed full-time,13,No,Yes,No,Borrowed the book from a friend or family member,No,Yes
21,Female,Black or African-American,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Not employed for pay,13,Yes,No,No,Purchased the book,No,Yes
52,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,13,Yes,Yes,No,Borrowed the book from a library,No,Yes
52,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,13,Yes,Yes,No,Purchased the book,Yes,Yes
50,Female,White,Widowed,College graduate,"$75,000 to under $100,000",Retired,13,Yes,No,No,Purchased the book,No,Yes
42,Female,White,Separated,College graduate,"$40,000 to under $50,000",Employed full-time,13,Yes,No,Yes,Purchased the book,No,Yes
34,Female,White,Divorced,High school graduate,"$30,000 to under $40,000",Employed full-time,13,Yes,No,Yes,Purchased the book,Yes,No
30,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed part-time,13,Yes,No,No,Purchased the book,Yes,Yes
22,Female,White,Married,"Some college, no 4-year degree","$10,000 to under $20,000",Employed full-time,13,Yes,No,No,Purchased the book,Yes,No
17,Male,White,Never been married,High school incomplete,"$100,000 to under $150,000",Employed part-time,13,Yes,No,No,Borrowed the book from a library,No,Yes
16,Female,White,Never been married,High school incomplete,"$20,000 to under $30,000",Not employed for pay,13,Yes,No,Yes,Purchased the book,No,Yes
78,Male,Refused,Married,Post-graduate training/professional school after college,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,No
76,Male,Refused,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed part-time,12,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
63,Male,Other,Married,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
23,Male,Other,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
17,Female,Other,Never been married,High school incomplete,"$100,000 to under $150,000",Employed part-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
69,Male,Native American/American Indian,Married,Post-graduate training/professional school after college,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,No
52,Male,Native American/American Indian,Married,"Some college, no 4-year degree","$10,000 to under $20,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
41,Male,Native American/American Indian,Divorced,High school graduate,"$10,000 to under $20,000",Not employed for pay,12,Yes,No,No,Purchased the book,Yes,No
47,Female,Mixed race,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,12,Yes,Yes,No,Purchased the book,Yes,Yes
44,Female,Mixed race,Divorced,College graduate,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
39,Male,Mixed race,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,12,No,Yes,Yes,Purchased the book,No,Yes
27,Male,Mixed race,Married,"Some college, no 4-year degree","$10,000 to under $20,000",Not employed for pay,12,Yes,No,No,Purchased the book,No,No
17,Male,Mixed race,Never been married,High school incomplete,"$50,000 to under $75,000",Not employed for pay,12,Yes,No,No,Got the book some other way,No,No
18,Female,Asian or Pacific Islander,Never been married,High school incomplete,"$75,000 to under $100,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
78,Female,Black or African-American,Widowed,College graduate,"$40,000 to under $50,000",Retired,12,Yes,No,No,Borrowed the book from a library,Yes,No
75,Male,Black or African-American,Widowed,"Some college, no 4-year degree","$30,000 to under $40,000",Retired,12,Yes,Yes,Yes,Borrowed the book from a library,Yes,No
66,Male,Black or African-American,Separated,"Technical, trade or vocational school AFTER high school",Refused,Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
62,Female,Black or African-American,Single,Post-graduate training/professional school after college,"$20,000 to under $30,000",Retired,12,Yes,No,No,Got the book some other way,No,No
61,Male,Black or African-American,Married,Post-graduate training/professional school after college,Refused,Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
59,Female,Black or African-American,Divorced,High school graduate,"Less than $10,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
58,Female,Black or African-American,Divorced,High school graduate,"$30,000 to under $40,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
56,Female,Black or African-American,Divorced,High school graduate,"$40,000 to under $50,000",Employed full-time,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
49,Female,Black or African-American,Separated,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
43,Male,Black or African-American,Divorced,College graduate,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
42,Female,Black or African-American,Separated,High school graduate,"$10,000 to under $20,000",Employed full-time,12,Yes,No,No,Borrowed the book from a library,Yes,No
41,Male,Black or African-American,Never been married,High school incomplete,"Less than $10,000",Not employed for pay,12,No,No,No,Borrowed the book from a library,No,No
40,Female,Black or African-American,Single,"Some college, no 4-year degree",Refused,Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
35,Female,Black or African-American,Never been married,College graduate,"$30,000 to under $40,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,No
35,Female,Black or African-American,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
31,Female,Black or African-American,Married,"Technical, trade or vocational school AFTER high school","$10,000 to under $20,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
18,Female,Black or African-American,Never been married,High school graduate,"$75,000 to under $100,000",Not employed for pay,12,Yes,No,Yes,Purchased the book,Yes,No
91,Male,White,Widowed,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
87,Female,White,Married,College graduate,Refused,Retired,12,No,No,Yes,Got the book some other way,Yes,Yes
86,Male,White,Married,High school graduate,"$10,000 to under $20,000",Retired,12,Yes,Yes,No,Borrowed the book from a library,Yes,No
83,Male,White,Married,College graduate,Refused,Retired,12,No,No,No,Purchased the book,Yes,No
83,Male,White,Married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed part-time,12,Yes,No,Yes,Purchased the book,No,Yes
80,Female,White,Widowed,Post-graduate training/professional school after college,"$30,000 to under $40,000",Retired,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
80,Male,White,Married,"Some college, no 4-year degree",Refused,Retired,12,Yes,No,No,Purchased the book,Yes,Yes
79,Female,White,Married,"Technical, trade or vocational school AFTER high school","9$100,000 to under $150,000",Retired,12,Yes,Yes,No,Purchased the book,Yes,Yes
78,Female,White,Never been married,Post-graduate training/professional school after college,"$10,000 to under $20,000",Employed full-time,12,Yes,No,No,Got the book some other way,Yes,Yes
78,Female,White,Widowed,High school graduate,"$20,000 to under $30,000",Retired,12,No,No,No,Borrowed the book from a library,Yes,Yes
78,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
77,Female,White,Widowed,"Some college, no 4-year degree","9$100,000 to under $150,000",Not employed for pay,12,No,Yes,No,Borrowed the book from a library,No,Yes
75,Female,White,Married,High school graduate,Refused,Retired,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
75,Male,White,Married,High school graduate,"$50,000 to under $75,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
75,Male,White,Living with a partner,High school graduate,"$50,000 to under $75,000",Employed part-time,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
74,Male,White,Married,High school graduate,"$75,000 to under $100,000",Employed part-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
73,Female,White,Married,High school graduate,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,No
73,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
72,Female,White,Widowed,"Some college, no 4-year degree","$30,000 to under $40,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,Yes
72,Female,White,Widowed,"Some college, no 4-year degree","$40,000 to under $50,000",Retired,12,No,Yes,Yes,Purchased the book,No,Yes
70,Female,White,Married,High school graduate,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,Yes
70,Female,White,Never been married,College graduate,"$40,000 to under $50,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
70,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
68,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
68,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
68,Female,White,Married,Post-graduate training/professional school after college,"$40,000 to under $50,000",Retired,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
67,Male,White,Married,College graduate,"$40,000 to under $50,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
67,Male,White,Divorced,Post-graduate training/professional school after college,"$30,000 to under $40,000",Retired,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
67,Male,White,Married,Post-graduate training/professional school after college,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,Yes
67,Male,White,Married,Post-graduate training/professional school after college,"$30,000 to under $40,000",Employed part-time,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
66,Female,White,Widowed,"Some college, no 4-year degree","$40,000 to under $50,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
66,Female,White,Married,College graduate,"$100,000 to under $150,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,Yes
65,Male,White,Married,High school incomplete,"$20,000 to under $30,000",Retired,12,Yes,No,No,Purchased the book,No,Yes
65,Female,White,Married,College graduate,Refused,Retired,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
65,Male,White,Married,College graduate,"$75,000 to under $100,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
65,Female,White,Married,College graduate,Refused,Retired,12,Yes,No,No,Purchased the book,Yes,Yes
65,Male,White,Married,College graduate,"$75,000 to under $100,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
64,Female,White,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Retired,12,Yes,No,No,Purchased the book,Yes,Yes
64,Male,White,Living with a partner,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,Yes,Yes,Purchased the book,Yes,Yes
64,Male,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
63,Female,White,Divorced,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,12,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
62,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,Yes
62,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
61,Male,White,Never been married,College graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
61,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Got the book some other way,No,No
60,Female,White,Married,College graduate,"$75,000 to under $100,000",Retired,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
60,Female,White,Widowed,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,12,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
60,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed part-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
60,Female,White,Divorced,College graduate,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
59,Female,White,Married,Post-graduate training/professional school after college,"$30,000 to under $40,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,Yes
59,Female,White,Married,"Some college, no 4-year degree",Refused,Not employed for pay,12,Yes,No,Yes,Got the book some other way,Yes,No
59,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,No,No
59,Female,White,Married,College graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
58,Female,White,Divorced,"Some college, no 4-year degree","$10,000 to under $20,000",Not employed for pay,12,Yes,No,No,Purchased the book,Yes,Yes
58,Female,White,Divorced,Post-graduate training/professional school after college,Refused,Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
58,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
